Plot	Plot_bexis	exploratory	habitat	Root_decomposition	Nmic	PNR_2014	PNR_2016	average_PNR	Ammonium_NH4_2014	Ammonium_NH4_2016	MinSoil_Ammonium_NH4_2017	average_NH4	Nitrate_NO3_2014	Nitrate_NO3_2016	MinSoil_Nitrate_NO3_2017	average_NO3	CN_ratio_MinSoil_2011	CN_ratio_MinSoil_2014	CN_ratio_MinSoil_2017	CN_ratio_MinSoil_2021	average_CN_MinSoil	amoA_AOA	amoA_AOB	nxrA_NB	X16S_NS	CN_ratio_OrgLay_2011	CN_ratio_OrgLay_2014	CN_ratio_OrgLay_2017	average_CN_OrgLay	forest_soilNitrateflxs	forest_soilAmmoniaflxs	OlsenPi_2014	NaHCO3_Pi	Pmic	OlsenPi_2021	Upper_MinSoil_CP_ratio	Upper_MinSoil_PS_ratio	OrgLay_orthophosphate	MinSoil_orthophosphate	P_loss	average_OlsenPi	Upper_MinSoil_CS_ratio	O_Horizon_CS_ratio_2014	O_Horizon_CS_ratio_2017	average_O_Horizon_CS_ratio	dung_removal	dung_depletion	hydrophobicity	Cmic	Glu	N_Ac	Xyl	soilCflxs	Organic_layer_thickness	OC_stock_MinSoil_2011	OC_stock_MinSoil_2014	OC_stock_MinSoil_2017	OC_stock_MinSoil_2021	average_OC_stock_MinSoil	Pho_2011	Pho_2014	average_Pho	seed_depletion	Fine_Roots_Biomass	Coarse_Roots_Biomass	Root_Biomass	Browsing_perc_overall	Browsing_perc_broadleaf	Browsing_perc_conifers	Beech_herbivory_canopy_overall	Beech_herbivory_understory_overall	Beech_herbivory_canopy_mining	Beech_herbivory_understory_mining	Beech_herbivory_canopy_chewing	Beech_herbivory_understory_chewing	Beech_herbivory_canopy_sucking	Beech_herbivory_understory_sucking	Beech_herbivory_canopy_galls	Beech_herbivory_understory_galls	Cryptococcus_infestation	chewing_damage	scraping_sucking_damage	mining_damage	gall_damage	total_damaged_area	Fine_Roots_Carbon	Fine_Roots_Nitrogen	Fine_roots_CN_ratio	Soil_respiration_2011	Soil_respiration_2017	Annual_Leaching_P	Annual_Leaching_NH4	Annual_Leaching_NO3	Soil_respiration_2018	Soil_respiration_2019	average_Soil_respiration	Methane_oxidation	Total_litter_C_2015	Total_litter_C_2016	Total_litter_C_2017	Total_litter_C_2018	Total_litter_N_2015	Total_litter_N_2016	Total_litter_N_2017	Total_litter_N_2018	average_Total_litter_C	average_Total_litter_N	caterpillars_predation	OrgLay_waterholding	MinSoil_waterholding	MinSoil_Bulk_density_2011	Barkbeetle_antagonist_ratio
HEW03	HEW3	HAI	forest	4.7	40.9970774065526	38.764	38.76376825	38.763884125	0.232	0.231823646	68.52	0.298169101639802	0.018	0.017857873	121.06	0.636595114974869	15.8	16.33	16.47	15.19	15.9966666666667	8150000	38400000	31400	11300000	36.48	28.43	28.78	31.23	-0.462619278964258	-0.285949015547447	7.1	34.6871114794861	15.64	6.21	109.9	1.2	0.17	0.06	40.9037248873364	6.655	128.4	336.12	301.126666666667	318.623333333333	0.749022772991087	0.378	0.18	354.654835315315	753.663323483588	660.163820670516	292.740796833478	0.713602463947458	1.42857142857143	44.4	55.83	58.68	38.73	49.41	3010.80961648538	7227.62	5119.21480824269	1	2.122	3.467	5.589	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24863503199502	0.395929148318751	0.0449735332841725	0.103972360885593	0.323026670388202	463.97488477799	13.6351763840396	35.281	60.91719	2.36449850965243	1.38	4.147	81.2	1.89	3.86	1.21559920005881	0.1889959865	NA	NA	503.353333333333	492.89	NA	NA	9.8	11.415	498.121666666667	10.6075	0.524	0.54	0.72	0.91	0.078453666856168
HEW04	HEW4	HAI	forest	10	113.85888308557	46.747	46.74688849	46.746944245	0.361	0.360838208	126.05	0.539307190476968	0.011	0.010680383	75.22	0.387987886019568	12.67	13.44	13.19	12.96	13.1966666666667	1540000	1780000	220000	6810000	52.55	31.735	33.955	39.4133333333333	-0.496444432344076	-0.696918669311627	5.48	1.04005032501573	31.33	5.33	137.2	0.8	0.14	0.04	44.3202459907396	5.405	106.8	340.69	404.84	372.765	0.169968512679976	0.022	0.16	783.693195138814	2534.23539011338	1148.4271808027	307.0225611872	2.27982343240705	0.607142857142857	48.3	56.26	62.95	55.66	55.7925	4194.86652356279	6259.84	5227.35326178139	1	16.271	10.518	26.789	NA	NA	NA	62.4	NA	11.6	NA	52.8	NA	2	NA	5	NA	1	0.335749200980108	0.34870004046935	0.100221197149195	0.019729303220314	0.385552940160517	415.904910403741	11.5131807248264	39.007	87.09457	2.95254028305132	1.285	4.728	8.3	2.56	3.34	1.42925426069091	0.6197758425	NA	NA	472.866666666667	465.665	NA	NA	11.1533333333333	15.145	469.265833333333	13.1491666666667	0.8	0.45	0.72	0.85	0.035714285714286
HEW05	HEW5	HAI	forest	9.3	81.3539030932963	37.47	37.47003896	37.47001948	0.513	0.513154571	102.43	0.468988526992959	0.012	0.011797992	120.15	0.516439224118936	12.64	12.51	13.05	14.09	13.2166666666667	34300000	21500000	453000	12800000	35.45	23.9133333333333	32.2133333333333	30.5255555555556	-0.447508288418237	-0.198013107675167	3.86	43.7632091925721	12.41	0	107	0.9	0.27	0.04	43.8619682552599	1.93	100.1	267.646666666667	382	324.823333333333	1.19747177363683	0.468	0.15	517.63544618256	851.753489526598	363.51	173.250276766848	0.0312225830934523	1.85714285714286	44.94	43.47	51.45	56.47	49.0825	4594.53900878415	7122.65	5858.59450439207	1	3.733	7.207	10.94	2.48	2.48	NA	57.6	61.922619047619	12.8	10.1666666666667	37.2	46.297619047619	3	3.22916666666667	10.6	4.60416666666667	1	0.300280083493436	0.414267525663446	0.11564174393613	0.15694435102694	0.35848923588213	436.822883672842	13.6310491810497	41.927	78.80096	2.3905738568345	0.978	3.418	6.628	2.23	2.54	1.19674665129725	0.810269476	NA	NA	483.496666666667	483.05	NA	NA	8.25	11.465	483.273333333333	9.8575	0.62	0.38	0.74	0.74	0.01959089599539
HEW06	HEW6	HAI	forest	NA	35.1667858289469	34.996	34.99553325	34.995766625	1.281	1.281162716	127.75	0.674655075257789	0.008	0.007975629	59.47	0.297081373020559	12.46	12.56	12.79	13.61	12.9866666666667	3050000	25100000	205000	3870000	38.56	28.235	29.0733333333333	31.9561111111111	-0.519681826735985	-0.460870172828523	7.43	19.7456312687416	15.35	10.44	71.6	1.6	0.2	0.07	43.4098157961217	8.935	112.4	349.815	362.743333333333	356.279166666667	1.34501130797103	0.232	0.18	261.006179271111	260.81	217.5997390243	133.021923143438	-0.606571182235983	2.14285714285714	23.04	25.99	31.98	31.28	28.0725	2358.9922920146	4667.68	3513.3361460073	1	2.576	3.199	5.775	0	0	NA	87.6	85.4761904761905	10.8	0.476190476190476	47.6	45.9920634920635	2.6	23.2738095238095	29	15.4761904761905	1	0.314235855199882	0.414028254337163	0.126933097061699	0.0464927690863926	0.378073005018633	453.540089799071	11.3789167557148	39.551	30.56786	2.25127182062193	0.96	3.66	1.44	2.18	2.96	0.992771401253264	0.6219831375	NA	NA	485.163333333333	477.305	NA	NA	9.3	10.8	481.234166666667	10.05	0.66	0.33	0.72	0.98	0.014329339910735
HEW07	HEW7	HAI	forest	8.1	35.4470682429989	17.351	17.35075439	17.350877195	2.235	2.23513647	137.01	0.844076765347845	0.011	0.011193151	52.95	0.343774175369896	13.95	13.57	13.75	14.64	13.9866666666667	9180000	19600000	199000	11600000	34.47	23.6866666666667	22.8333333333333	26.9966666666667	-0.458942187384679	-0.454881024508573	5.88	NA	13.37	8.15	95.2	1.3	0.24	0.05	43.8211787747471	7.015	119.9	262.693333333333	277.146666666667	269.92	0.520147469814824	0.172	0.23	267.243508622222	489.719857134291	297.23	154.548399949775	-0.314586556743522	1.71428571428571	29.29	28.94	32.6	33.32	31.0375	3453.71931194042	4482.09	3967.90465597021	0.8	3.014	6.469	9.483	13.41	13.41	NA	47.6	54.1369047619048	12.4	1.25	25.2	44.2559523809524	1.2	4.73214285714286	7.8	1.45833333333333	1	0.353505369404516	0.296039625999268	0.214169706405056	0.25010902092708	0.429626959168474	481.390439850902	14.2304026280618	33.351	48.82803	3.23189507482616	1.223	4.288	23.973	3.13	1.98	1.19647857920164	0.892117017	475.41	498.85	486.123333333333	485.345	7.64	14.29	10.2966666666667	11.54	486.432083333333	10.9416666666667	0.64	0.34	0.72	0.94	0.014299966744263
HEW08	HEW8	HAI	forest	8.4	32.0387377630936	27.56	27.55987624	27.55993812	0.363	0.363148764	43.64	0.220025540793204	0.016	0.016429965	59.96	0.461989129102257	13.93	13.21	13.62	14.63	13.82	17600000	17100000	86400	22800000	36.98	32.88	34.0666666666667	34.6422222222222	-0.371753596325166	-0.398602043470314	3.7	9.56331422615946	10.32	4.88	116.9	0.9	0.28	0.04	44.5477786557696	4.29	106.6	352.415	390.186666666667	371.300833333333	0.448859242838547	0.354	0.15	220.4370368	788.749525977352	300.072700784071	150.4351537898	-0.153265907698842	1.28571428571429	28.17	30.65	35.1	37.13	32.7625	1885.26139372978	2885.73	2385.49569686489	1	1.266	2.538	3.804	24	24	NA	76.8	72.1995330520872	16	1.63778082083036	39.2	40.9358471121242	3.6	3.01564856711916	26.6	22.7811043445718	2	0.510179544033057	0.502870053053716	0.0724922690498475	0.0584928116320882	0.550313075717068	428.594850319276	9.40676461008348	44.297	34.53948	2.61575595583128	0.56	3.578	20.208	2.25	2.9	1.0555907806377	0.5491292095	469.575	484.923333333333	482.863333333333	476.185	9.615	11.1166666666667	10.0233333333333	12.79	478.386666666667	10.88625	0.9	0.39	0.76	1.06	0.023405500292569
HEW09	HEW9	HAI	forest	14.1	41.0699209125117	22.168	22.1680403	22.16802015	0.73	0.730248635	50.8	0.299152262081168	0.018	0.017525181	84.46	0.543776325971703	12.79	12.75	13.56	14.41	13.5733333333333	13200000	54100000	244000	8020000	32.47	24.7266666666667	23.21	26.8022222222222	-0.48674055935605	-0.0886873843744948	6.66	25.5433103306211	14.15	6.99	74.4	1.4	0.26	0.07	43.4085441482913	6.825	105.1	317.596666666667	312.35	314.973333333333	0.43818927893965	0.3	0.21	301.442578204444	349.272721073529	449.552190434094	137.266223528644	-0.312944934662233	1.96428571428571	30.56	26.3	29.2	35.88	30.485	3033.13376029069	4904.1	3968.61688014535	1	2.322	2.652	4.974	1.82	1.82	NA	74	64.4265572390572	12.8	0	51.2	50.5061026936027	6.4	13.61780002405	13.2	5.46875	1	0.480607996928792	0.124922476677919	0.225909198487411	0.423562824063839	0.528407324751335	468.705177256134	14.1193428523209	57.268	46.05694	2.64780097701626	0.933	5.418	68.788	2.67	1.95	1.05781800069394	0.648325603	477.835	493.376666666667	481.64	479.09	8.695	13.6333333333333	8.14333333333333	12.805	482.985416666667	10.8191666666667	0.608	0.27	0.72	0.96	0.020241973010703
HEW10	HEW10	HAI	forest	23.8	122.095728559234	35.447	35.44713333	35.447066665	0.981	0.980875844	115.32	0.584469636265789	0.018	0.018047049	227.67	0.893588344214944	12.5	11.79	13	13.75	12.8466666666667	6550000	21300000	65800	21700000	42.54	31.275	28.41	34.075	-0.380565719558863	-0.463722148218975	5.82	9.951016154247	59.77	4.6	90.6	1.1	0.43	0.05	43.6908494037804	5.21	101.9	406.395	340.803333333333	373.599166666667	0.659544044254881	0	0.13	852.635840654397	609.78	734.547381468358	256.160448972194	0.564540439963275	2.17857142857143	52.15	36.15	52.41	57.37	49.52	4086.6409326362	5726.37	4906.5054663181	1	2.972	3.785	6.757	14.29	14.29	NA	70.4	83.5833333333333	7.6	2.5	46	58.4166666666667	6.4	15.8333333333333	13.8	11.4166666666667	1	0.540095552506133	0.365409533785825	0.103412215674623	0.075490199914153	0.573210793700945	457.653032756554	15.3597875687758	37.582	12.61134	3.60409443305435	0.62	3.207	51.113	2.45	2.51	1.04693569925259	0.5480337805	NA	NA	479.103333333333	475.01	NA	NA	10.4333333333333	12.885	477.056666666667	11.6591666666667	0.78	0.54	0.73	0.83	0.013079513079513
HEW11	HEW11	HAI	forest	6.7	65.4035674759943	94.94	94.93995003	94.939975015	1.004	1.003814879	167.99	0.791927179527998	0.017	0.017241149	90.82	0.551697200420361	12.36	12.01	13.22	13.04	12.7566666666667	147000000	11500000	153000	16900000	31.39	24.9933333333333	29.0866666666667	28.49	-0.417626021518319	0.778313134323011	4.79	9.10350532519905	25.35	4.09	74.6	1.3	0.41	0.08	42.7904924652633	4.44	100.4	241.46	362.42	301.94	1.06499650843698	0.14	0.18	541.584619140741	1023.54449458031	850.12982251842	246.891839013583	0.883132727361038	1.5	38.5	40.78	50.69	45.81	43.945	4412.65977148831	7169.77	5791.21488574416	1	4.978	4.365	9.343	6.25	6.25	NA	66.8	78	14	0	38.8	48.6666666666667	2.6	15.8333333333333	14.2	12.0416666666667	1	0.446778772380388	0.292105845335272	0.0557991426261706	0.156914332060395	0.492093385896523	462.110879163941	13.6505618272295	32.335	46.20381	4.11576567166236	1.123	25.12	27.26	2.35	2.67	1.27165292682019	0.512347666	NA	NA	481.24	472.04	NA	NA	9.05333333333333	9.54	476.64	9.29666666666667	0.628	0.35	0.68	0.79	0.011038107752957
HEW12	HEW12	HAI	forest	6.4	372.635979146034	71.918	71.91844564	71.91822282	0.34	0.339513686	157.85	0.659679174088724	0.023	0.023242019	263.85	1.08051519871058	13.43	13.59	14.21	16.3	14.7	277000000	36900000	216000	4930000	29.9	22.8133333333333	25.9	26.2044444444444	-0.511259745722877	2.25563638657731	5.4	14.7861842105263	10.82	3.97	105.6	1.1	0.14	0.05	44.4621925425114	4.685	118.6	240.33	336.353333333333	288.341666666667	0.78965010271864	0.204	0.28	1148.05342198133	242.361969272038	259.949757269181	119.87	-0.625576320848803	1.92857142857143	21.19	23.87	28.86	32.07	26.4975	2718.46787719091	3927.79	3323.12893859546	1	4.948	6.924	11.872	0	0	NA	79.6	94.6666666666667	7.6	0	49.2	54.4166666666667	3	15.8333333333333	29.2	38.5833333333333	1	0.276796228947691	0.359954772840002	0.145088764999885	0.231983986638617	0.404133214125266	451.356796583045	13.2164915228087	48.168	22.02791	2.10004401037684	0.29	5.188	13.665	3.15	2.42	0.989025704303672	0.4709959665	NA	NA	482.973333333333	479.03	NA	NA	9.28333333333333	10.88	481.001666666667	10.0816666666667	0.72	0.37	0.7	1.15	0.011378498561339
HEW13	HEW13	HAI	forest	13.2	142.650894956379	57.5	57.50042492	57.50021246	0.151	0.15096831	90.27	0.371173047432288	0.028	0.028078582	125.15	0.845053119212829	15.13	14.55	15.84	15.19	15.1933333333333	5510000	17900000	29000	33300000	33.34	38.85	35.8466666666667	36.0122222222222	-0.289635554133303	-0.505931383997669	6.81	0.390018871880898	27.61	4.29	105.3	1.1	0.2	0.04	43.656177035022	5.55	117.8	352.423333333333	387.296666666667	369.86	0.212520360398673	0.036	0.23	804.268188444444	1917.93940814562	1147.17	249.163655611926	1.70187152364584	1.17857142857143	72.71	57.03	76.58	60.58	66.725	2515.14517388143	3426.73	2970.93758694071	1	2.468	2.622	5.09	38.46	38.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.231088086759875	0.33943275349066	0.0468612190608213	0.0668140795111146	0.312832337602481	457.34200296678	11.6246200264001	41.685	76.71859	2.80651775094258	0.89	3.808	53.998	1.16	3.03	1.16362210627622	0.391015284	473.745	491.71	503.823333333333	483.655	11.975	12.4	11.7566666666667	12.755	488.233333333333	12.2216666666667	0.34	0.42	0.75	0.71	0.113570741097209
HEW14	HEW14	HAI	forest	6	68.7710884068769	33.576	33.57627009	33.576135045	0.91	0.910330615	143.99	0.685706810403545	0.01	0.010245879	106.22	0.451975842567498	13.22	13.42	13.86	13.32	13.5333333333333	565000	1960000	396000	14600000	34.84	26.1933333333333	26.9566666666667	29.33	-0.433801764416511	-0.704476404096325	4.4	8.529442417926	20.48	3.26	107	1.1	0.18	0.05	43.8973315799373	3.83	118.6	268	331.433333333333	299.716666666667	0.539323903331742	0.06	0.15	525.786697630476	494.683577129608	584.921258254606	212.927642181135	0.188766274479273	1.35714285714286	45.58	48.98	60.23	55.5	52.5725	4956.78711951307	8144.06	6550.42355975653	0.84	8.015	4.113	12.128	NA	NA	NA	71.6	NA	12	NA	53.2	NA	4	NA	9	NA	1	0.28202426747153	0.711018458197588	0.0673533920453563	0.0336507644846856	0.463812061833061	460.713282313371	9.96774902099997	47.232	65.86255	3.10048870044318	0.635	2.875	9.308	2.19	2.73	1.23445843027324	0.6283715535	474.67	489.063333333333	481.833333333333	481.705	6.715	10.9333333333333	10.4533333333333	11.725	481.817916666667	9.95666666666667	0.516	0.33	0.72	0.8	0.033188248095756
HEW15	HEW15	HAI	forest	NA	27.5874345261273	64.634	64.63420466	64.63410233	1.815	1.815270127	87.91	0.594901702086185	0.02	0.01950666	102.78	0.62605107824214	16.21	15.51	14.89	17.47	15.9566666666667	53700000	32900000	36300	7800000	35.69	24.8233333333333	25.7966666666667	28.77	-0.49010388713318	0.0947896990779379	4.63	11.3054289266473	8.38	3.91	135.6	1.1	0.33	0.04	44.4871968000254	4.27	144.8	277.996666666667	320.5	299.248333333333	0.807261034934118	0.176	0.12	186.182438787879	146.208003866703	229.85276200147	68.5532225432508	-0.904249877648438	2.03571428571429	21.12	25.29	28.14	30.86	26.3525	2519.22665956059	6728.98	4624.1033297803	1	4.602	3.144	7.746	0	0	NA	87.2	NA	16.8	NA	79.6	NA	5.8	NA	10.6	NA	1	0.647481869971232	0.392007815386269	0.127902974543834	0.213327390034249	0.667275858440196	424.849005012781	9.21381128941147	51.917	24.271905	2.03119179169849	0.735	3.175	2.74	2.37	2.02	0.855250659676488	1.2316911575	473.46	490.02	479.206666666667	478.385	10.21	12.3666666666667	8.68333333333333	11.745	480.267916666667	10.75125	0.702	0.4	0.73	1.02	0.01837109614207
HEW16	HEW16	HAI	forest	4.7	81.5175758042176	58.345	58.34542217	58.345211085	0.673	0.672522031	58.31	0.32029655528837	0.022	0.02202317	42.53	0.530490584826247	12.11	12.32	12.49	12.75	12.52	26200000	19100000	59200	29700000	37.93	24.6933333333333	33.6833333333333	32.1022222222222	-0.317707584759441	-0.297832246340998	4.47	11.265664160401	49.23	4.27	85.5	1.4	0.22	0.05	43.5703450520465	4.37	116.4	238.993333333333	383.683333333333	311.338333333333	0.601826673743395	0.1425	0.17	527.056378610526	1405.87164148906	902.889491210069	244.428125650649	1.14781866028127	1.25	33.68	28.26	35.88	38.32	34.035	4442.49136895839	4027.94	4235.2156844792	1	10.301	6.049	16.35	0	0	NA	75.2	59.6309523809524	8.8	2.85714285714286	58.4	26.2619047619048	8.4	0.833333333333333	13.2	17.9642857142857	1	0.332785880730955	0.341615162717935	0.0894298762257303	0.0303428747878145	0.387343057371657	385.458998668275	11.1176750414743	41.355	44.26221	2.4330934505859	0.953	4.795	41.715	2.8	3.58	1.22080738607688	0.7493015035	474.995	481.99	474.836666666667	467.805	10.11	13.32	11.6233333333333	12.585	474.906666666667	11.9095833333333	0.826	0.45	0.73	0.99	0.022974231605092
HEW17	HEW17	HAI	forest	8.5	27.9388937775753	54.852	54.85175479	54.851877395	14.548	4.849400835	94.63	2.40296797575396	0.022	0.007198899	136.52	0.500006781788691	15.25	14.84	14.96	16.53	15.4433333333333	823000	17900000	397000	4930000	37.2	24.1733333333333	27.2133333333333	29.5288888888889	-0.509836406167907	-0.55048874618117	7.02	17.4465867639395	10.61	4.99	140.5	1	0.13	0.07	44.3864064398032	6.005	134.1	257.72	352.67	305.195	0.896891463527853	0.322	0.23	254.863540740741	179.116945178355	262.816591162101	71.3084402233543	-0.842575232115328	1.85714285714286	27.71	32.51	38.17	36.49	33.72	2683.26020168282	7092.59	4887.92510084141	1	5.216	3.462	8.678	NA	NA	NA	62.4	NA	5.6	NA	47.6	NA	4.4	NA	7.8	NA	2	0.309857314731878	0.419790586278804	0.241218203815249	0.15730469523778	0.435357048503974	455.775412634316	9.86458917430119	45.475	28.45747	2.31181432158794	0.965	4.173	10.915	1.74	2.42	0.877938651973202	0.569659083	475.71	496.703333333333	490.656666666667	487.525	10.44	11.23	12.1266666666667	13.135	487.64875	11.7329166666667	0.86	0.32	0.72	0.9	0.01632183908046
HEW18	HEW18	HAI	forest	8.7	54.6142724072144	36.898	36.89792831	36.897964155	1.995	1.995399407	100.06	0.667207150766673	0.013	0.012525267	62.89	0.394968355058435	12.99	13.21	13.78	13.91	13.6333333333333	418000	1750000	54000	7370000	38.38	31.2	40.9633333333333	36.8477777777778	-0.493346113091821	-0.707870254810964	3.66	9.11860489547221	23.57	3.17	151.8	0.8	0.34	0.03	44.5645984193044	3.415	127.8	325.066666666667	429.326666666667	377.196666666667	NA	0.478	0.17	472.009058937198	1147.77012102013	689.483464205039	180.92	0.550228016053215	1.32857142857143	35.64	36.77	42.01	40.64	38.765	5394.04827915295	6731.93	6062.98913957648	1	12.81	12.569	25.379	0	0	NA	88	NA	12.8	NA	79.2	NA	7.6	NA	7.6	NA	1	0.341570512295327	0.297992312376268	0.0880524634795789	0.0347816559706615	0.386224543727203	454.345385839434	13.0622627820107	41.192	53.69261	2.36965583549544	0.677	6.443	1.207	1.99	3.54	1.15818876770561	0.75185703	470.045	487.376666666667	475.93	477.05	9.555	12.92	11.69	13.4	477.600416666667	11.89125	0.6	0.47	0.75	0.85	0.02254850550603
HEW19	HEW19	HAI	forest	11.1	NA	53.914	53.91353963	53.913769815	0.327	0.327473714	70.63	0.319646490932037	0.017	0.016863944	82.24	0.524807356522586	11.41	11.12	11.33	12.07	11.5066666666667	1720000	11000000	212000	56800000	36.795	28.205	35.2966666666667	33.4322222222222	-0.103398257556789	-0.607556773744121	7.3	18.5552115583075	19.32	4.82	65.5	1.5	0.16	0.07	41.079005770787	6.06	99.5	310.455	425.173333333333	367.814166666667	0.593200355952992	0.15	0.2	NA	893.008403675814	295.761759098381	186.982530225879	0.0409267659193402	1.67857142857143	32.41	30.81	33.75	38.36	33.8325	3121.99556660927	4654.1	3888.04778330464	1	3.258	4.74	7.998	2.08	2.08	NA	74	78.6805555555556	12	4.55555555555556	40	51.3194444444444	5.8	10.6944444444444	20.8	19.5	1	0.63025441368536	0.178062267010879	0.18225068779002	0.638995969724734	0.651908161917427	420.386386737795	17.8775533581418	40.38	43.69608	2.05990157532934	0.458	6.445	32.42	3.12	2.98	1.14572893192739	0.6387964575	476.605	498.833333333333	480.373333333333	478.38	10.375	14.5233333333333	10.46	12.545	483.547916666667	11.9758333333333	0.728	0.32	0.7	0.99	0.057545507927187
HEW20	HEW20	HAI	forest	NA	58.2003888697989	113.954	113.9537025	113.95385125	0.409	0.408775366	90.69	0.408909284547068	0.031	0.031368138	166.89	1.00784786511386	12.98	12.48	12.89	13.85	13.0733333333333	3530000	6330000	26500	18600000	37.635	31.2033333333333	28.2833333333333	32.3738888888889	-0.405252403895419	-0.634745605799766	5.86	4.23953584749275	25.67	3.15	126.2	0.9	0.28	0.04	44.4258692729857	4.505	112.4	319.563333333333	350.253333333333	334.908333333333	0.550804676383652	0.0525	0.14	412.639313074272	540.474919210022	455.227707305989	118.489781820655	-0.266874340262891	1.92857142857143	32.61	34.69	41.88	37.46	36.66	2881.09050960006	5463.86	4172.47525480003	1	4.133	2.074	6.207	5.8	5.8	NA	75.2	76.7519841269841	8	3.36111111111111	34.8	57.4761904761905	1.8	4.56150793650794	27	18.9434523809524	2	0.301711585777715	0.295501264206642	0.0359694172841706	0.0346113703590606	0.336965844915743	456.789347941155	11.770667524888	44.166	46.12356	1.95786826504817	0.983	4.1	7.95	1.89	2.94	0.995930032567784	0.5276681995	478.295	495.44	484.15	479.325	11.415	10.8666666666667	8.59	12.21	484.3025	10.7704166666667	0.62	0.41	0.69	0.94	0.031862745098039
HEW21	HEW21	HAI	forest	NA	47.6353137195126	47.619	47.61866869	47.618834345	1.604	1.604297327	97.79	0.603683553415775	0.025	0.025491806	111.84	0.761977207022245	12.47	12.06	13.35	14.07	13.16	14000000	56900000	199000	78600000	31.91	26.18	26.3266666666667	28.1388888888889	0.0679293605875551	-0.054463679689067	3.56	6.2155388471178	18.44	4.14	102.7	1.1	0.15	0.05	44.7641371376309	3.85	115.5	288.753333333333	340.143333333333	314.448333333333	0.784395888880869	0.424	0.12	348.157857545894	374.61	398.097062151631	190.154376326034	-0.149078762594486	2.03571428571429	29.67	29.02	39.39	31.75	32.4575	3346.03008243847	4928.96	4137.49504121923	1	2.257	3.38	5.637	0	0	NA	85.6	89.6111111111111	10.4	0	57.6	60.9007936507937	6.6	39.0833333333333	25.6	2.45833333333333	1	0.536773816216435	0.143159098835889	0.125792746007058	0.222495863384422	0.539031059445302	470.163593068207	11.916505308997	33.53	33.82626	2.69598689804239	0.895	2.995	1.65	2.62	3.32	1.15183915502435	0.6989844295	478.63	502.28	486.66	480.235	11.445	12.7766666666667	9.18666666666667	9.155	486.95125	10.6408333333333	0.9	0.3	0.67	0.91	0.008318687756298
HEW22	HEW22	HAI	forest	7.2	40.2266023494302	34.57	34.57030695	34.570153475	7.606	3.802769012	141.28	1.61231645200661	0.034	0.016920473	75.52	0.549674271298154	13.95	13.35	13.87	13.37	13.53	202000	19400000	90800	21100000	33.01	32.36	31.4633333333333	32.2777777777778	-0.385087378366087	-0.542132458287144	3.08	3.36675020885547	10.01	2.72	156.8	0.9	0.15	0.03	44.8590464389022	2.9	138.2	343.075	388.173333333333	365.624166666667	1.01633422789324	0.394	0.15	262.6134757018	229.034712323567	198.11	143.339286987822	-0.605191080142695	1.39285714285714	23.7	25.63	27.92	23.35	25.15	2647.35044668374	5218.78	3933.06522334187	1	4.14	4.021	8.161	0	0	NA	72	62.9940476190476	16.4	1.875	26.4	54.3690476190476	1.4	2.08630952380952	28.4	11.25	2	0.291129288820457	0.259707969912222	0.111370255101074	0.0173038805820873	0.359641294227927	452.164713367558	8.81363165094052	38.1	30.45222	2.10867062179153	1.093	3.455	2.593	2.46	2.58	0.966398849403738	0.8418131665	476.605	496.68	482.736666666667	477.155	13.405	11.9233333333333	8.05666666666667	12.855	483.294166666667	11.56	0.654	0.44	0.73	0.97	0.019532746074301
HEW23	HEW23	HAI	forest	10	53.8377291625213	59.848	59.84840101	59.848200505	0.376	0.375717149	129.53	0.554900878163567	0.018	0.017787913	57.69	0.484564443069357	12.57	12.81	12.99	13.33	13.0433333333333	24200000	18700000	2e+05	3.8e+07	31.235	26.5933333333333	27.56	28.4627777777778	-0.251331206220277	-0.320648049464617	7.28	3.63293920686408	12.34	4.08	101.1	0.9	0.15	0.04	43.859675975917	5.68	92.3	275.64	340.623333333333	308.131666666667	0.326313212804337	0.132	0.18	427.924628027211	653.135858910704	520.011930246739	281.592876319715	0.476442685018329	1.67857142857143	35.21	43.73	41.31	40.17	40.105	4786.1427168745	4986.95	4886.54635843725	1	5.441	5.69	11.131	80	80	NA	73.6	74.4871794871795	10.4	7.69230769230769	20.8	49.2307692307692	4	15.1923076923077	29.6	3.01282051282051	1	0.373839016538025	0.350587710566879	0.0989828367277437	0.292851824041057	0.413329470611139	427.309449501828	13.9388632556224	37.288	45.32226	2.0775298307971	0.835	3.15	6.21	2.09	2.07	0.932941856797862	0.7913501735	474.915	491.936666666667	483.203333333333	483.195	8.845	12.62	9.18666666666667	11.355	483.3125	10.5016666666667	0.76	0.32	0.69	NA	0.009909647333139
